"Min,Max,Modal PriceVaranasi from 01-Jan-2023To29-Aug-2025 (Total-738) (Total-738)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
606,Varanasi,Varanasi,Wheat,Dara,FAQ,2600,2700,2635,01-Apr-25
607,Varanasi,Varanasi,Wheat,Dara,FAQ,2480,2615,2560,27-Jun-25
608,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2235,2185,19-May-23
609,Varanasi,Varanasi,Wheat,Dara,FAQ,2345,2465,2390,10-Nov-23
610,Varanasi,Varanasi,Wheat,Dara,FAQ,2370,2450,2400,15-Nov-23
611,Varanasi,Varanasi,Wheat,Dara,FAQ,2350,2460,2390,09-Nov-23
612,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2370,2330,01-Sep-23
613,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2530,2500,15-May-25
614,Varanasi,Varanasi,Wheat,Dara,FAQ,2715,2800,2765,13-Nov-24
615,Varanasi,Varanasi,Wheat,Dara,FAQ,2750,2845,2800,23-Dec-24
616,Varanasi,Varanasi,Wheat,Dara,FAQ,2765,2865,2810,20-Dec-24
617,Varanasi,Varanasi,Wheat,Dara,FAQ,2900,2985,2950,04-Feb-25
618,Varanasi,Varanasi,Wheat,Dara,FAQ,2370,2500,2410,27-Nov-23
619,Varanasi,Varanasi,Wheat,Dara,FAQ,2400,2485,2450,10-Mar-23
620,Varanasi,Varanasi,Wheat,Dara,FAQ,2315,2425,2365,15-Sep-23
621,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2230,2150,02-May-23
622,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2550,2515,16-Dec-23
623,Varanasi,Varanasi,Wheat,Dara,FAQ,2715,2840,2775,25-Mar-25
624,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2375,2330,09-Aug-23
625,Varanasi,Varanasi,Wheat,Dara,FAQ,2330,2400,2360,18-Sep-23
626,Varanasi,Varanasi,Wheat,Dara,FAQ,2120,2140,2125,18-Apr-23
627,Varanasi,Varanasi,Wheat,Dara,FAQ,2380,2475,2425,22-Mar-24
628,Varanasi,Varanasi,Wheat,Dara,FAQ,2185,2265,2230,27-Mar-23
629,Varanasi,Varanasi,Wheat,Dara,FAQ,2370,2475,2425,20-Mar-24
630,Varanasi,Varanasi,Wheat,Dara,FAQ,2640,2735,2695,27-Feb-23
631,Varanasi,Varanasi,Wheat,Dara,FAQ,2270,2350,2300,01-Aug-23
632,Varanasi,Varanasi,Wheat,Dara,FAQ,2480,2565,2535,21-Sep-24
633,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2515,2485,24-May-25
634,Varanasi,Varanasi,Wheat,Dara,FAQ,2200,2635,2285,13-Jun-23
635,Varanasi,Varanasi,Wheat,Dara,FAQ,2350,2425,2370,30-Oct-23
636,Varanasi,Varanasi,Wheat,Dara,FAQ,2900,2975,2940,28-Jan-25
637,Varanasi,Varanasi,Wheat,Dara,FAQ,2540,2620,2580,17-Feb-24
638,Varanasi,Varanasi,Wheat,Dara,FAQ,2265,2375,2300,20-Jul-23
639,Varanasi,Varanasi,Wheat,Dara,FAQ,2900,2985,2950,03-Feb-25
640,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2535,2490,12-May-25
641,Varanasi,Varanasi,Wheat,Dara,FAQ,2275,2370,2340,02-May-24
642,Varanasi,Varanasi,Wheat,Dara,FAQ,2510,2590,2545,26-Jul-25
643,Varanasi,Varanasi,Wheat,Dara,FAQ,2765,2850,2820,31-Jan-23
644,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2530,2500,19-May-25
645,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2545,2515,30-Dec-23
646,Varanasi,Varanasi,Wheat,Dara,FAQ,2480,2565,2530,16-Sep-24
647,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2355,2330,08-Aug-23
648,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2250,2190,22-May-23
649,Varanasi,Varanasi,Wheat,Dara,FAQ,2465,2550,2520,22-Dec-23
650,Varanasi,Varanasi,Wheat,Dara,FAQ,2740,2850,2780,21-Feb-23
651,Varanasi,Varanasi,Wheat,Dara,FAQ,2290,2400,2350,30-Jun-23
652,Varanasi,Varanasi,Wheat,Dara,FAQ,2150,2245,2200,31-Mar-23
653,Varanasi,Varanasi,Wheat,Dara,FAQ,2400,2515,2475,24-Jul-24
654,Varanasi,Varanasi,Wheat,Dara,FAQ,2380,2450,2425,19-Mar-24
655,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2385,2335,18-Aug-23
656,Varanasi,Varanasi,Wheat,Dara,FAQ,2280,2365,2335,17-May-24
657,Varanasi,Varanasi,Wheat,Dara,FAQ,2650,2735,2700,02-Jan-23
658,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2515,2495,17-May-25
659,Varanasi,Varanasi,Wheat,Dara,FAQ,2485,2560,2535,23-Sep-24
660,Varanasi,Varanasi,Wheat,Dara,FAQ,2340,2425,2370,03-Oct-23
661,Varanasi,Varanasi,Wheat,Dara,FAQ,2500,2565,2535,24-Jan-24
662,Varanasi,Varanasi,Wheat,Dara,FAQ,2450,2545,2510,08-Mar-24
663,Varanasi,Varanasi,Wheat,Dara,FAQ,2785,2900,2850,21-Mar-25
664,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2250,2170,03-Apr-23
665,Varanasi,Varanasi,Wheat,Dara,FAQ,2765,2835,2800,15-Feb-23
666,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2535,2485,13-May-25
667,Varanasi,Varanasi,Wheat,Dara,FAQ,2875,2950,2920,20-Jan-25
668,Varanasi,Varanasi,Wheat,Dara,FAQ,2435,2550,2520,26-May-25
669,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2520,2500,10-May-25
670,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2220,2175,15-May-23
671,Varanasi,Varanasi,Wheat,Dara,FAQ,2475,2565,2510,29-Dec-23
672,Varanasi,Varanasi,Wheat,Dara,FAQ,2265,2350,2325,02-Sep-23
673,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2535,2500,09-Apr-25
674,Varanasi,Varanasi,Wheat,Dara,FAQ,2900,2985,2950,11-Feb-25
675,Varanasi,Varanasi,Wheat,Dara,FAQ,2435,2565,2525,29-May-25
676,Varanasi,Varanasi,Wheat,Dara,FAQ,2490,2575,2530,15-Dec-23
677,Varanasi,Varanasi,Wheat,Dara,FAQ,2270,2360,2320,02-Aug-23
678,Varanasi,Varanasi,Wheat,Dara,FAQ,2350,2450,2385,10-Oct-23
679,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2550,2520,05-Mar-24
680,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2250,2190,28-Apr-23
681,Varanasi,Varanasi,Wheat,Dara,FAQ,2275,2375,2340,21-May-24
682,Varanasi,Varanasi,Wheat,Dara,FAQ,2720,2800,2750,02-Nov-24
683,Varanasi,Varanasi,Wheat,Dara,FAQ,2280,2350,2315,29-Jul-23
684,Varanasi,Varanasi,Wheat,Dara,FAQ,2765,2835,2800,21-Dec-24
685,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2550,2510,08-Apr-25
686,Varanasi,Varanasi,Wheat,Dara,FAQ,2275,2360,2315,10-Jul-23
687,Varanasi,Varanasi,Wheat,Dara,FAQ,2340,2425,2380,03-Nov-23
688,Varanasi,Varanasi,Wheat,Dara,FAQ,2620,2700,2665,01-Mar-23
689,Varanasi,Varanasi,Wheat,Dara,FAQ,2440,2515,2480,19-Aug-24
690,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2550,2475,12-Aug-24
691,Varanasi,Varanasi,Wheat,Dara,FAQ,2770,2845,2800,17-Feb-23
692,Varanasi,Varanasi,Wheat,Dara,FAQ,2500,2565,2525,11-Jan-24
693,Varanasi,Varanasi,Wheat,Dara,FAQ,2440,2535,2470,29-Jul-24
694,Varanasi,Varanasi,Wheat,Dara,FAQ,2935,3000,2960,08-Mar-25
695,Varanasi,Varanasi,Wheat,Dara,FAQ,2520,2615,2560,07-Aug-25
696,Varanasi,Varanasi,Wheat,Dara,FAQ,2485,2600,2580,12-Jun-25
697,Varanasi,Varanasi,Wheat,Dara,FAQ,2285,2425,2325,12-Jul-23
698,Varanasi,Varanasi,Wheat,Dara,FAQ,2265,2340,2300,15-Jul-23
699,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2200,2165,09-May-23
700,Varanasi,Varanasi,Wheat,Dara,FAQ,2340,2420,2385,06-Nov-23
701,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2550,2520,10-Jan-24
702,Varanasi,Varanasi,Wheat,Dara,FAQ,2400,2485,2435,16-Jul-24
703,Varanasi,Varanasi,Wheat,Dara,FAQ,2390,2485,2440,09-Jul-24
704,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2550,2515,03-Jan-24
705,Varanasi,Varanasi,Wheat,Dara,FAQ,2800,2890,2850,22-Mar-25
706,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2360,2330,17-Aug-23
707,Varanasi,Varanasi,Wheat,Dara,FAQ,2370,2465,2420,02-Jul-24
708,Varanasi,Varanasi,Wheat,Dara,FAQ,2340,2415,2370,02-Oct-23
709,Varanasi,Varanasi,Wheat,Dara,FAQ,2530,2600,2540,24-Jul-25
710,Varanasi,Varanasi,Wheat,Dara,FAQ,2715,2850,2785,27-Nov-24
711,Varanasi,Varanasi,Wheat,Dara,FAQ,2265,2375,2300,06-Jul-23
712,Varanasi,Varanasi,Wheat,Dara,FAQ,2275,2425,2370,09-Apr-24
713,Varanasi,Varanasi,Wheat,Dara,FAQ,2275,2450,2380,17-Jun-24
714,Varanasi,Varanasi,Wheat,Dara,FAQ,2500,2575,2540,09-Feb-24
715,Varanasi,Varanasi,Wheat,Dara,FAQ,2120,2145,2125,13-Apr-23
716,Varanasi,Varanasi,Wheat,Dara,FAQ,2300,2365,2325,07-Aug-23
717,Varanasi,Varanasi,Wheat,Dara,FAQ,2375,2450,2420,16-Mar-24
718,Varanasi,Varanasi,Wheat,Dara,FAQ,2485,2550,2515,02-Jan-24
719,Varanasi,Varanasi,Wheat,Dara,FAQ,2285,2345,2320,26-Aug-23
720,Varanasi,Varanasi,Wheat,Dara,FAQ,2525,2640,2570,14-Feb-24
721,Varanasi,Varanasi,Wheat,Dara,FAQ,2370,2500,2465,26-Jun-24
722,Varanasi,Varanasi,Wheat,Dara,FAQ,2470,2565,2525,29-Jan-24
723,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2265,2220,05-Jun-23
724,Varanasi,Varanasi,Wheat,Dara,FAQ,2650,2765,2725,14-Jan-23
725,Varanasi,Varanasi,Wheat,Dara,FAQ,2415,2500,2440,11-Jul-24
726,Varanasi,Varanasi,Wheat,Dara,FAQ,2250,2375,2325,17-Jun-23
727,Varanasi,Varanasi,Wheat,Dara,FAQ,2125,2235,2170,29-May-23
728,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2535,2500,05-May-25
729,Varanasi,Varanasi,Wheat,Dara,FAQ,2270,2360,2320,01-Jul-23
730,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2530,2480,19-Apr-25
731,Varanasi,Varanasi,Wheat,Dara,FAQ,2500,2585,2535,13-Jan-24
732,Varanasi,Varanasi,Wheat,Dara,FAQ,2350,2435,2400,05-Apr-24
733,Varanasi,Varanasi,Wheat,Dara,FAQ,2425,2535,2490,21-May-25
734,Varanasi,Varanasi,Wheat,Dara,FAQ,2525,2600,2560,11-Aug-25
735,Varanasi,Varanasi,Wheat,Dara,FAQ,2765,2845,2800,25-Jan-23
736,Varanasi,Varanasi,Wheat,Dara,FAQ,2280,2425,2390,10-Jun-24
737,Varanasi,Varanasi,Wheat,Dara,FAQ,2840,2950,2870,30-Dec-24
738,Varanasi,Varanasi,Wheat,Dara,FAQ,2465,2550,2520,04-Jul-25
